,X1,X2
0,1.45037140548,9.34795721912
1,3.00496044845,1.49797900933
2,4.24797629879,1.30653093238
3,3.66898232722,5.60752021544
4,2.57103563741,5.260292413
5,2.84201968953,3.66576525519
6,2.66465935699,4.07953155448
7,3.05923754936,0.797490174741
8,1.79090054808,9.04122941624
9,1.79324997268,0.282676172996
10,5.00130609276,6.32118330426
11,3.06646835084,8.17580758399
12,2.63048908292,3.50542225914
13,4.29288944797,3.50802115626
14,4.49651444106,3.93753674161
15,1.0108715587,0.844175518144
16,0.908631611677,0.850568914093
17,2.91745875605,3.08055583007
18,3.57429627211,3.35172323709
19,0.721549229619,2.27794642919
20,4.19265750568,3.75349383905
21,2.0010021799,1.65172960986
22,2.91473901551,0.386142512228
23,1.42308386493,2.54693582997
24,3.14879505697,3.83035390358
25,1.87308722408,2.34300629878
26,2.74961672504,2.40843018943
27,3.13754189846,3.57963779996
28,1.61240549933,2.34652913438
29,1.33132695122,3.10885582152
30,3.11520274701,3.6841188249
31,2.47630776252,3.95928663946
32,1.38229097237,10.547723457
33,2.89143701413,7.15241811382
34,2.31748087038,4.0824687226
35,4.51551949169,9.36588534884
36,1.29925333127,3.50364930871
37,2.70699049023,10.9877237211
38,1.51352986536,1.07424343187
39,4.07131303464,1.20160765365
40,2.00405672007,0.611180931206
41,0.644732864143,7.68251747191
42,1.9093548131,2.44356852814
43,1.64728541523,9.95759362882
44,2.9189546747,0.414128707495
45,4.79541773512,0.0687657579033
46,1.76082476324,1.06542606332
47,2.34921243413,2.99617599371
48,2.0189277362,8.39789863178
49,3.01650705493,5.73026186676
50,2.33766179228,1.00011396099
51,1.46221056243,6.80324913683
52,2.89502285926,7.46396777768
53,2.38813112757,2.88034593178
54,1.66194480842,1.26056135446
55,0.825856163032,2.50725574711
56,1.6458997315,9.07831161346
57,1.52050128257,1.9537127305
58,2.57344041709,4.50306004984
59,1.94968574507,1.05575546214
60,3.22886550768,1.62837661963
61,1.55684334254,1.41432570624
62,1.80878952954,2.01570782101
63,2.39349368045,1.32363674504
64,2.53097984323,0.0467139802908
65,1.14228409336,3.26978719296
66,2.88395949198,9.1473904694
67,2.97608216606,5.82848017152
68,3.14734052078,6.95036136874
69,4.05085600874,4.38304065707
70,2.59934119746,6.33576445256
71,1.10792393463,4.95952410367
72,1.75067950513,3.35328784404
73,3.51653316847,7.27392532485
74,3.47091119763,1.84166943823
75,2.11699122226,9.66713191106
76,2.36353984817,6.93540438265
77,2.50554956133,1.07809483762
78,2.65954575116,2.88974103884
79,2.75778403249,0.218729100803
80,1.08122649658,3.00727475866
81,1.21964573488,1.42482369769
82,3.30757218556,3.22897439923
83,2.25933924123,1.70109531061
84,2.29189775911,3.61427430864
85,1.62587002845,3.90515978868
86,3.64216329121,3.08918773701
87,2.14754647075,7.12096089043
88,1.39547397189,0.461366347308
89,2.37124185634,2.87334519462
90,1.2560391386,1.33890382112
91,2.74487010222,6.77787170434
92,3.15473377449,5.89039046809
93,1.78890948659,8.54608664341
94,2.63409921907,7.30547342298
95,1.42179054346,0.134773035494
96,1.30238929833,5.89149291238
97,1.48682365772,7.732650398
98,2.25220368063,3.58549663599
99,2.00736225326,3.37042041271
100,2.25282297513,4.10733828725
101,2.70433203752,7.69712381556
102,2.02686209866,3.36526655615
103,1.64841368167,3.22378257366
104,2.08409737656,0.429300662695
105,2.85479572247,11.3529676556
106,2.92825032722,4.45040324038
107,2.04357256788,7.10974390537
108,4.62735015462,0.892377729601
109,1.5038060766,5.21297391777
110,1.3780468715,1.1560549702
111,1.84616657457,1.27745148547
112,2.81080934628,2.28530660819
113,1.77936342957,4.58359957376
