,X1,X2
0,5.08057875015,13.1696095907
1,6.81842329691,40.7862367845
2,3.51469664278,65.5009424371
3,7.98531159082,28.9002915759
4,8.65814035504,73.4742007721
5,13.4616219212,58.1505568137
6,14.9752581377,27.919148917
7,20.045106134,41.7148352806
8,16.3151452274,23.2118973132
9,3.55732749426,47.4045010133
10,9.14474885595,1.10529449238
11,5.72216908774,85.4478528098
12,6.59615119403,25.4982810435
13,31.8175008285,6.2536048641
14,12.3511845319,17.8954350535
15,5.08661802351,70.4525261474
16,12.7091071173,20.1725989332
17,23.5053810247,11.4882444112
18,20.6530557645,9.10443228949
19,20.9071840488,54.4148049924
20,7.228111455,40.6732976014
21,10.2678934536,10.1130399563
22,7.80357117153,19.8624605741
23,36.6778023897,95.854557836
24,7.02676759959,20.8619112035
25,5.20510592887,15.5748532493
26,7.30184574508,34.9882857258
27,32.3113767418,77.0526553184
28,7.49895798081,28.1288812512
29,8.80105736524,4.89593203347
30,5.24528772884,41.1122655049
31,3.52319148423,42.2558750892
32,14.0570699279,4.40804117999
33,23.5473482928,1.52598953554
34,34.6467838514,45.4002377364
35,7.83353651517,21.1856287601
36,43.1911689439,63.0727020856
37,8.76951030457,24.3389643673
38,7.75802423787,57.9964158416
39,3.10853889177,12.7439769753
40,45.0335285331,38.1998155641
41,10.8924449804,0.859905788245
42,33.5751358622,2.81001705755
43,29.2075883063,15.6150752135
44,17.4980950774,21.5365327761
45,15.3391182794,7.89542199532
46,31.2844405827,72.4547448185
47,15.4379557345,21.3292197692
48,7.21748159888,3.25061495271
49,11.2992388002,0.0247788008416
50,11.061295609,3.34890703544
51,10.8382701636,0.308034099498
52,32.5870576044,19.8253802342
53,14.6049091292,60.5693591136
54,21.387198258,4.72818081978
55,25.8098249642,23.4352637053
56,17.7349913513,4.13896292343
57,12.0645726186,54.2058566732
58,43.9735035807,20.3941650772
59,14.7656183594,25.0225774232
60,1.21866260243,12.6731136822
61,23.6832904463,10.1477801765
62,17.5695504194,96.8040932615
63,15.3784245822,6.10158296651
64,3.63139046767,3.40604695581
65,40.3260124953,15.3035785488
66,6.67950444148,4.35592262972
67,2.46179695027,17.790072138
68,7.441654262,42.4777598842
69,5.23302594625,62.2068115938
70,6.08722715919,10.8767111901
71,8.24028853414,100.817072146
72,12.8911283044,44.0422680936
73,14.8859857127,43.5679227179
74,25.9994029341,26.8041612769
75,14.414417371,29.2726617768
76,16.1059011194,3.81629525
77,30.3270969214,39.3045672028
78,42.9677748953,32.7097465304
79,20.9356848337,16.582142137
80,29.4707832553,0.403151580876
81,17.31467991,108.726233058
82,41.9411150384,11.9129891201
83,7.64912922832,13.7498766255
84,2.62695550745,18.72549654
85,17.0790795164,2.39900080269
86,20.8215060205,32.5077381907
87,43.2988808434,53.4143205794
88,26.942175215,14.0943204515
89,5.57078700953,21.6546582957
90,14.961392704,19.488940202
91,34.3717173828,10.8167364731
92,7.60878827819,35.1118856898
93,25.2711346729,95.6398135647
94,30.0513451359,2.55167670841
95,18.6377432924,32.3510725968
96,47.9947896058,61.5221039977
97,8.88155849874,57.1342544746
98,26.5251155029,30.7762744241
99,16.636559389,21.0541072366
100,4.63440808295,17.3998388957
101,12.9137386238,39.4007604124
102,22.8034274078,78.9451656992
103,9.2314460807,1.18512608303
104,37.9711090327,32.130346705
105,28.8062725001,72.4367832811
106,29.3624392373,61.1345643604
107,20.0645391326,18.6499180297
108,8.24750530839,45.8092134355
109,8.27008607718,46.7787116577
110,28.3806829842,46.1113454254
111,9.23145067751,11.3642632426
112,21.5723412455,95.1210747698
113,7.65413835563,3.185338511
114,45.3286325749,26.7359134097
115,30.51956537,0.864301312691
116,32.4245790179,50.6814160787
117,40.10153903,32.0457432189
118,39.9426143191,26.9086429258
119,14.268120359,44.8245923734
120,24.1715799932,18.8127145221
121,4.65008808857,6.31001683736
122,13.2409210939,55.9076590741
123,17.2082863419,67.69330275
124,9.96568907435,64.8098025838
125,21.2887363559,1.24937628421
126,12.459480722,20.3651201633
127,13.5125458479,67.5726983752
128,20.9856228789,0.144518143576
129,2.81501150548,24.8319140346
130,35.6758752093,40.2433620323
131,16.2047146409,44.4118108752
132,9.55228856419,16.7874463002
133,17.4759301679,69.0127920221
134,1.01703974904,46.1573950643
135,17.1599913234,30.9025446793
136,39.1906436942,29.2641622681
137,21.9406044098,3.0674327101
138,16.0132104084,22.0066876685
139,10.3185392165,25.1747153206
140,18.3349713694,39.2328961837
141,8.3182567356,56.4605083432
142,3.08761819167,3.43850318377
143,39.8825197893,64.329820828
144,42.4726639366,7.47816183949
145,26.724062493,24.484952773
