,X1,X2,X3,X4
0,24.3520819666,32.5771867498,28.433583708,32.4078400503
1,10.2306069966,0.154916387766,22.4849975556,14.6312093682
2,23.975186637,24.0227721839,23.7555811427,19.8808971868
3,15.1717557187,19.4672141834,13.1691425354,30.6096509697
4,18.3298723579,13.0644834106,16.0196044723,19.0410192806
5,10.0451159121,7.9226192756,23.797229478,13.2586486816
6,10.1430605524,3.21639410172,19.0873092242,26.740656945
7,15.3704445233,5.89726922624,25.0068782444,26.6158590012
8,35.4100575528,25.826051871,15.3648170825,30.4143117468
9,10.5847026695,0.56477642986,19.9130182517,47.5913986413
10,18.5075793664,18.8266626828,18.5234199993,18.6508068817
11,11.685374899,0.88536037656,15.372522759,26.9366457318
12,16.7043418186,26.7808416587,13.8054701276,44.8709326455
13,12.1047565986,12.9301713393,12.7463248226,43.9794282667
14,13.0660168166,8.16042915036,15.129046704,26.5739889272
15,12.7419989315,17.4914870549,15.4723919005,15.2852802144
16,13.0891765301,13.0745576443,19.9705439763,32.0416559768
17,7.68989221499,3.72358970655,26.0537774841,28.0861769574
18,8.11403926033,1.47214914888,11.3532482578,36.9391047179
19,11.0690268843,7.66053844904,33.4791276671,24.8485240789
20,15.13337785,27.1300243432,9.88545808878,36.3568619631
21,18.5862700507,18.9771264212,10.6390924426,22.2471895851
22,21.614341381,16.5532790421,17.8139556176,27.3604331134
23,9.22063865824,10.7546159244,18.1607779125,20.4569502909
24,17.9542018977,28.1848643465,22.6216343473,24.3007413869
25,11.6186446188,2.047049762,23.828786302,19.8511535109
26,3.85604566932,1.09785724008,21.0360801745,14.2106963796
27,7.27242420401,0.305263461497,21.7031141972,29.5398091469
28,22.0035968464,14.3736060338,40.1800665208,14.5727874588
29,21.1342732245,5.47052406287,19.6000678716,23.7564275231
30,18.110102183,18.4326384591,14.0728148895,38.3532112416
31,6.94759379462,4.41376459425,22.6049339475,23.5083084568
32,19.9918886599,23.4405905998,28.1559971438,39.4301782859
33,8.66620445486,10.9303170284,17.9060668279,34.1495999234
34,27.6896164953,38.8193168068,11.5104527839,27.3621922474
35,7.07572688184,7.61304560764,22.5391380418,27.4447231513
36,13.5175125237,13.0183364533,20.208092856,25.1082547053
37,8.87085646439,3.0746861337,18.6308809852,46.3685156904
38,7.14004036688,10.9204806556,26.6934862021,48.1028223902
39,14.5577339426,19.7642586711,21.4390436564,23.1563917338
40,11.1011525059,10.7963616011,13.0044099235,32.6107867287
41,22.6682342711,20.9829826939,21.0691407908,24.995233417
42,20.4853613203,0.205671975828,16.4680580048,30.3133869893
43,16.3194461025,2.2648989637,29.2231148934,41.9032626093
44,14.6129686364,16.7148737044,10.3382507977,26.6580391486
45,12.8826377527,16.0471837531,11.2043181967,23.8177732567
46,9.37133016,1.07384087556,12.6875169638,33.8572750105
47,11.100179246,15.5883844287,16.2716385068,31.496554781
48,18.8270527926,24.8571729134,21.653946706,26.8339503931
49,8.20641738757,3.65260573948,17.5410004932,21.7930986296
50,2.62226950311,0.655534450652,12.540245098,23.1443329284
51,9.64272086779,17.8509013944,22.1727861821,24.7017599337
52,11.4201053798,0.517008691045,17.2565976835,52.0833797517
53,20.9413656392,23.6225856292,31.7870022214,19.215921821
54,2.63297616447,2.35688972683,22.7404979021,26.0475554496
55,16.6647108935,10.2787456964,27.0052674764,31.7210936628
56,4.43984775382,4.17805629828,19.9718763076,32.5226902169
57,7.97517332005,6.61811486026,9.41426251324,39.6536484623
58,8.12560667091,3.0400248095,14.2219052287,26.1731817896
59,20.5478231485,20.5066719643,12.4799304342,17.9575702708
60,16.0630744869,7.35831028613,12.6255683306,35.1658466675
61,10.4703475785,1.70507584118,22.9984791375,31.9320512497
62,5.46848149194,7.77507301687,24.3943250889,23.6870604646
63,15.2426285817,20.9261880022,17.8960516501,26.762877001
64,19.4745310206,28.0135073692,37.8831464554,38.6495539602
65,7.59845426771,17.2152948126,15.4134685319,22.3799126869
66,10.3287425622,9.93025313931,29.6053020924,45.7842387748
67,36.3748244238,27.6086220723,8.67179577024,37.0099133158
68,12.998572436,17.6541234164,16.9264771643,30.7454012205
69,14.262884066,11.4955182258,30.1516274612,36.2489099175
70,10.745617229,7.70698134005,27.4184771806,24.8317520348
71,23.3754158768,13.6210495127,20.8670849243,21.952360963
72,13.7832680099,7.91663479601,21.3642190496,47.4336092241
73,10.2557049856,5.61816210761,15.6848837689,26.5009396317
74,7.84814835715,7.3364521384,18.3607128489,32.8087355049
75,10.6230148254,14.0812931086,16.86671951,32.1837075283
76,14.3563638557,8.93945318997,18.9416513649,43.0545438707
77,25.4695550208,24.8012676792,23.4111966977,23.5674459894
78,22.3444050997,16.7387259667,16.7382464014,30.9238728179
79,4.70624293043,3.88760191568,21.1551810133,38.7910764713
80,13.8488115836,14.6985226489,14.488820915,25.0111055941
81,14.7753755032,13.4718568091,22.3974861899,51.9360573366
82,10.3398274518,12.8435980553,11.4215841234,17.2708832999
83,10.4243540004,7.31885966988,26.384987598,30.147225974
84,9.09495847535,8.99819657634,35.685855834,31.2347927282
85,21.3078584949,15.9485276186,24.5248323423,19.5896434293
86,20.3062766509,1.41360425705,26.9486420326,23.0602253457
87,23.1995493704,17.5687873195,35.3088586237,39.2790245105
88,15.4403542069,28.5259489871,21.2774439984,39.2963049888
89,15.1699674833,3.84227960445,31.6525045019,45.1572174418
90,20.3548787536,9.93845363054,20.1772601896,34.0767920882
91,10.5162805195,19.8342230513,23.7608510297,21.5741373649
92,22.7282987931,27.384151746,22.4017274705,24.69802395
93,4.36086246565,1.81474675181,23.8493151587,15.2515312396
94,30.9395780165,18.8264485228,20.6241687827,33.3201140654
95,5.71021956058,4.82494711569,22.2386345147,39.7594727891
96,11.7768995458,12.6712864626,49.0466908898,17.6040421604
97,16.5220804415,13.3307409117,13.7661095954,35.0340023486
98,12.0126157267,5.14186537469,32.7196173867,28.2856241995
99,21.5862250348,29.796126148,11.5832999894,27.4128395021
100,5.78084985528,0.596845838594,21.6440668709,24.9577019788
101,5.99383147134,3.62870765029,17.664293236,22.2315564517
102,17.9701815378,30.5132684951,33.8813948763,25.9654979674
103,9.75459231157,5.10500378948,31.367765578,14.1159332923
